"GCAM_region_ID","resource","subresource","grade","available","extractioncost"
20,"natural gas","natural gas","grade 7",13209.9299318299,6.5
20,"natural gas","natural gas","grade 8",0,16.6
21,"coal","coal","grade 1",0,0.34
21,"coal","coal","grade 2",2,0.37
21,"coal","coal","grade 3",2,1.2
21,"coal","coal","grade 4",3,1.7
21,"coal","coal","grade 5",4,2
21,"coal","coal","grade 6",4,2.3
21,"coal","coal","grade 7",0,2.6
21,"crude oil","crude oil","grade 1",601,0.5
21,"crude oil","crude oil","grade 2",557,0.55
21,"crude oil","crude oil","grade 3",785.5,0.92
21,"crude oil","crude oil","grade 4",752.5,1.3
21,"crude oil","crude oil","grade 5",1380,2.1
21,"crude oil","crude oil","grade 6",1820,2.7
21,"crude oil","crude oil","grade 7",0,3.5
21,"crude oil","unconventional oil","grade 1",6009,1.8
21,"crude oil","unconventional oil","grade 2",11745,3.3
21,"crude oil","unconventional oil","grade 3",3195.72,10.8
21,"crude oil","unconventional oil","grade 4",0,16.3
21,"natural gas","natural gas","grade 1",41,0.62
21,"natural gas","natural gas","grade 2",810,0.68
21,"natural gas","natural gas","grade 3",735,1.1
21,"natural gas","natural gas","grade 4",2252,1.7
21,"natural gas","natural gas","grade 5",239,3.1
21,"natural gas","natural gas","grade 6",446,3.7
21,"natural gas","natural gas","grade 7",2272,6.5
21,"natural gas","natural gas","grade 8",0,16.6
22,"coal","coal","grade 1",0.0804550258478521,0.34
22,"coal","coal","grade 2",13.6505360521856,0.37
22,"coal","coal","grade 3",5.81958020299464,1.2
22,"coal","coal","grade 4",8.26004932037949,1.7
22,"coal","coal","grade 5",11.3307494735725,2
22,"coal","coal","grade 6",11.3307494735725,2.3
22,"coal","coal","grade 7",0,2.6
22,"crude oil","crude oil","grade 1",1.69245231155594,0.5
22,"crude oil","crude oil","grade 2",1.11284535554363,0.55
22,"crude oil","crude oil","grade 3",3.39649676223213,0.92
22,"crude oil","crude oil","grade 4",2.30683568492899,1.3
22,"crude oil","crude oil","grade 5",1.46060952915102,2.1
22,"crude oil","crude oil","grade 6",7.27986336751459,2.7
22,"crude oil","crude oil","grade 7",0,3.5
22,"crude oil","unconventional oil","grade 1",34.9850758649029,1.8
22,"crude oil","unconventional oil","grade 2",68.3936208094524,3.3
22,"crude oil","unconventional oil","grade 3",18.608165401384,10.8
22,"crude oil","unconventional oil","grade 4",0,16.3
22,"natural gas","natural gas","grade 1",5.19896249894745,0.62
22,"natural gas","natural gas","grade 2",33.1578274932871,0.68
22,"natural gas","natural gas","grade 3",34.7752824929596,1.1
22,"natural gas","natural gas","grade 4",39.1655174920708,1.7
22,"natural gas","natural gas","grade 5",55.2245349888196,3.1
22,"natural gas","natural gas","grade 6",103.170522479113,3.7
22,"natural gas","natural gas","grade 7",248.163809949758,6.5
22,"natural gas","natural gas","grade 8",0,16.6
23,"coal","coal","grade 1",102.132835764415,0.34
23,"coal","coal","grade 2",5641.86956045451,0.37
23,"coal","coal","grade 3",9957.30507667751,1.2
23,"coal","coal","grade 4",14149.922625842,1.7
23,"coal","coal","grade 5",19390.3713571212,2
23,"coal","coal","grade 6",19390.3713571212,2.3
23,"coal","coal","grade 7",0,2.6
23,"crude oil","crude oil","grade 1",229.049238154564,0.5
23,"crude oil","crude oil","grade 2",268.358018299902,0.55
23,"crude oil","crude oil","grade 3",544.653386436843,0.92
23,"crude oil","crude oil","grade 4",531.046501001919,1.3
23,"crude oil","crude oil","grade 5",432.396581598715,2.1
23,"crude oil","crude oil","grade 6",420.301572323227,2.7
23,"crude oil","crude oil","grade 7",0,3.5
23,"crude oil","unconventional oil","grade 1",2928.50412082766,1.8
23,"crude oil","unconventional oil","grade 2",5726.2309538641,3.3
23,"crude oil","unconventional oil","grade 3",1557.85231344452,10.8
23,"crude oil","unconventional oil","grade 4",0,16.3
23,"natural gas","natural gas","grade 1",246.719350044015,0.62
23,"natural gas","natural gas","grade 2",1574.44902151165,0.68
23,"natural gas","natural gas","grade 3",1069.62327449852,1.1
23,"natural gas","natural gas","grade 4",1054.44054526504,1.7
23,"natural gas","natural gas","grade 5",362.867228680121,3.1
23,"natural gas","natural gas","grade 6",677.908860274787,3.7
23,"natural gas","natural gas","grade 7",35746.2177073003,6.5
23,"natural gas","natural gas","grade 8",0,16.6
24,"coal","coal","grade 1",53.4285894301641,0.34
24,"coal","coal","grade 2",1010.37278940257,0.37
24,"coal","coal","grade 3",689.801252821582,1.2
24,"coal","coal","grade 4",978.888084916934,1.7
24,"coal","coal","grade 5",1341.43922747876,2
24,"coal","coal","grade 6",1341.43922747876,2.3
24,"coal","coal","grade 7",0,2.6
24,"crude oil","crude oil","grade 1",0.146162036515061,0.5
24,"crude oil","crude oil","grade 2",0.155491528207511,0.55
24,"crude oil","crude oil","grade 3",0.266667970875882,0.92
24,"crude oil","crude oil","grade 4",0.306318310568797,1.3
24,"crude oil","crude oil","grade 5",0.30554085292776,2.1
24,"crude oil","crude oil","grade 6",1.00914001806675,2.7
24,"crude oil","crude oil","grade 7",0,3.5
24,"crude oil","unconventional oil","grade 1",0.391061193441891,1.8
24,"crude oil","unconventional oil","grade 2",0.764240861139919,3.3
24,"crude oil","unconventional oil","grade 3",0.207954369824726,10.8
24,"crude oil","unconventional oil","grade 4",0,16.3
24,"natural gas","natural gas","grade 1",0.252699728986175,0.62
24,"natural gas","natural gas","grade 2",1.6341249141106,0.68
24,"natural gas","natural gas","grade 3",2.82181364034562,1.1
24,"natural gas","natural gas","grade 4",6.22483665735944,1.7
24,"natural gas","natural gas","grade 5",6.03110019847004,3.1
24,"natural gas","natural gas","grade 6",11.2788312370829,3.7
24,"natural gas","natural gas","grade 7",36.1023679478248,6.5
24,"natural gas","natural gas","grade 8",0,16.6
25,"coal","coal","grade 1",0.551976430183567,0.34
25,"coal","coal","grade 2",5.82084235466307,0.37
25,"coal","coal","grade 3",7.22587326785761,1.2
25,"coal","coal","grade 4",10.2868334716028,1.7
25,"coal","coal","grade 5",14.0503091319454,2
25,"coal","coal","grade 6",14.0503091319454,2.3
25,"coal","coal","grade 7",0,2.6
25,"crude oil","crude oil","grade 1",74.1867970253555,0.5
25,"crude oil","crude oil","grade 2",93.9031079465086,0.55
25,"crude oil","crude oil","grade 3",76.8601951163593,0.92
25,"crude oil","crude oil","grade 4",153.386215471343,1.3
25,"crude oil","crude oil","grade 5",115.624467435914,2.1
25,"crude oil","crude oil","grade 6",158.733011653351,2.7
25,"crude oil","crude oil","grade 7",0,3.5
25,"crude oil","unconventional oil","grade 1",1003.86098317193,1.8
25,"crude oil","unconventional oil","grade 2",1962.60837355817,3.3
25,"crude oil","unconventional oil","grade 3",533.964484211417,10.8
25,"crude oil","unconventional oil","grade 4",0,16.3
25,"natural gas","natural gas","grade 1",5.73340061129723,0.62
25,"natural gas","natural gas","grade 2",36.5697984936796,0.68
25,"natural gas","natural gas","grade 3",57.6439196595289,1.1
25,"natural gas","natural gas","grade 4",121.331153476912,1.7
25,"natural gas","natural gas","grade 5",110.949049667265,3.1
25,"natural gas","natural gas","grade 6",207.487119419648,3.7
25,"natural gas","natural gas","grade 7",7925.88399641195,6.5
25,"natural gas","natural gas","grade 8",0,16.6
26,"coal","coal","grade 1",0.251037020105536,0.34
26,"coal","coal","grade 2",2.64729948474929,0.37
26,"coal","coal","grade 3",3.28630280865429,1.2
26,"coal","coal","grade 4",4.6784171928759,1.7
26,"coal","coal","grade 5",6.39003323905001,2
26,"coal","coal","grade 6",6.39003323905001,2.3
26,"coal","coal","grade 7",0,2.6
26,"crude oil","crude oil","grade 1",14.2709898042439,0.5
26,"crude oil","crude oil","grade 2",18.0637303378043,0.55
26,"crude oil","crude oil","grade 3",14.7852597070996,0.92
26,"crude oil","crude oil","grade 4",29.5062356763422,1.3
26,"crude oil","crude oil","grade 5",22.2421732985063,2.1
26,"crude oil","crude oil","grade 6",30.5347754820535,2.7
26,"crude oil","crude oil","grade 7",0,3.5
26,"crude oil","unconventional oil","grade 1",193.108348522292,1.8
26,"crude oil","unconventional oil","grade 2",377.538392433895,3.3
26,"crude oil","unconventional oil","grade 3",102.716413372114,10.8
26,"crude oil","unconventional oil","grade 4",0,16.3
26,"natural gas","natural gas","grade 1",3.94340425603474,0.62
26,"natural gas","natural gas","grade 2",25.1525244438972,0.68
26,"natural gas","natural gas","grade 3",39.64719954716,1.1
26,"natural gas","natural gas","grade 4",83.4509603371675,1.7
26,"natural gas","natural gas","grade 5",76.3102012789425,3.1
26,"natural gas","natural gas","grade 6",142.708602671095,3.7
26,"natural gas","natural gas","grade 7",5451.3833592411,6.5
26,"natural gas","natural gas","grade 8",0,16.6
27,"coal","coal","grade 1",0.0384383006154236,0.34
27,"coal","coal","grade 2",6.5216983377502,0.37
27,"coal","coal","grade 3",2.78037041118231,1.2
27,"coal","coal","grade 4",3.94633219651682,1.7
27,"coal","coal","grade 5",5.41339400333882,2
27,"coal","coal","grade 6",5.41339400333882,2.3
27,"coal","coal","grade 7",0,2.6
27,"crude oil","crude oil","grade 1",1.44537745262653,0.5
27,"crude oil","crude oil","grade 2",0.950385174329774,0.55
27,"crude oil","crude oil","grade 3",2.900654750819,0.92
27,"crude oil","crude oil","grade 4",1.97006926762109,1.3
27,"crude oil","crude oil","grade 5",1.24738054130783,2.1
27,"crude oil","crude oil","grade 6",6.21710301540727,2.7
27,"crude oil","crude oil","grade 7",0,3.5
27,"crude oil","unconventional oil","grade 1",29.8777339179923,1.8
27,"crude oil","unconventional oil","grade 2",58.4090888390174,3.3
27,"crude oil","unconventional oil","grade 3",15.8916280962617,10.8
27,"crude oil","unconventional oil","grade 4",0,16.3
27,"natural gas","natural gas","grade 1",3.97238619878971,0.62
27,"natural gas","natural gas","grade 2",25.3349964233921,0.68
27,"natural gas","natural gas","grade 3",26.57084990746,1.1
27,"natural gas","natural gas","grade 4",29.9253093642158,1.7
27,"natural gas","natural gas","grade 5",42.1955689560329,3.1
27,"natural gas","natural gas","grade 6",78.8297972337602,3.7
27,"natural gas","natural gas","grade 7",189.615234555562,6.5
27,"natural gas","natural gas","grade 8",0,16.6
28,"coal","coal","grade 1",4,0.34
28,"coal","coal","grade 2",17,0.37
28,"coal","coal","grade 3",0,1.2
28,"coal","coal","grade 4",0,1.7
28,"coal","coal","grade 5",0,2
28,"coal","coal","grade 6",0,2.3
28,"coal","coal","grade 7",0,2.6
28,"crude oil","crude oil","grade 1",0.1,0.5
28,"crude oil","crude oil","grade 2",0.1,0.55
28,"crude oil","crude oil","grade 3",0.1,0.92
28,"crude oil","crude oil","grade 4",0.1,1.3
28,"crude oil","crude oil","grade 5",0.1,2.1
28,"crude oil","crude oil","grade 6",0.1,2.7
28,"crude oil","crude oil","grade 7",0,3.5
28,"crude oil","unconventional oil","grade 1",0,1.8
28,"crude oil","unconventional oil","grade 2",0,3.3
28,"crude oil","unconventional oil","grade 3",0,10.8
28,"crude oil","unconventional oil","grade 4",0,16.3
28,"natural gas","natural gas","grade 1",5,0.62
28,"natural gas","natural gas","grade 2",0,0.68
28,"natural gas","natural gas","grade 3",0,1.1
28,"natural gas","natural gas","grade 4",0,1.7
28,"natural gas","natural gas","grade 5",0,3.1
28,"natural gas","natural gas","grade 6",0,3.7
28,"natural gas","natural gas","grade 7",1448,6.5
28,"natural gas","natural gas","grade 8",0,16.6
29,"coal","coal","grade 1",10.1122460580479,0.34
29,"coal","coal","grade 2",300.938381554258,0.37
29,"coal","coal","grade 3",188.219811977147,1.2
29,"coal","coal","grade 4",267.404246050377,1.7
29,"coal","coal","grade 5",366.545011617799,2
29,"coal","coal","grade 6",366.545011617799,2.3
29,"coal","coal","grade 7",0,2.6
29,"crude oil","crude oil","grade 1",33.8660671270353,0.5
29,"crude oil","crude oil","grade 2",24.8300515420884,0.55
29,"crude oil","crude oil","grade 3",66.5018581587304,0.92
29,"crude oil","crude oil","grade 4",49.6914538626088,1.3
29,"crude oil","crude oil","grade 5",32.7048660853529,2.1
29,"crude oil","crude oil","grade 6",136.489849810572,2.7
29,"crude oil","crude oil","grade 7",0,3.5
29,"crude oil","unconventional oil","grade 1",716.040205863133,1.8
29,"crude oil","unconventional oil","grade 2",1399.79551755019,3.3
29,"crude oil","unconventional oil","grade 3",380.850430214399,10.8
29,"crude oil","unconventional oil","grade 4",0,16.3
29,"natural gas","natural gas","grade 1",20.5128200024596,0.62
29,"natural gas","natural gas","grade 2",130.932767555528,0.68
29,"natural gas","natural gas","grade 3",145.253252607826,1.1
29,"natural gas","natural gas","grade 4",175.050904582126,1.7
29,"natural gas","natural gas","grade 5",228.666586266263,3.1
29,"natural gas","natural gas","grade 6",427.164369358418,3.7
29,"natural gas","natural gas","grade 7",1169.69911745311,6.5
29,"natural gas","natural gas","grade 8",0,16.6
30,"coal","coal","grade 1",0.0379003116302687,0.34
30,"coal","coal","grade 2",6.43041953993559,0.37
30,"coal","coal","grade 3",2.74145587458943,1.2
30,"coal","coal","grade 4",3.89109866070758,1.7
30,"coal","coal","grade 5",5.33762722126284,2
30,"coal","coal","grade 6",5.33762722126284,2.3
30,"coal","coal","grade 7",0,2.6
30,"crude oil","crude oil","grade 1",0.0811250176135405,0.5
30,"crude oil","crude oil","grade 2",0.0533424773349308,0.55
30,"crude oil","crude oil","grade 3",0.162805686032653,0.92
30,"crude oil","crude oil","grade 4",0.110574510308867,1.3
30,"crude oil","crude oil","grade 5",0.0700120015020966,2.1
30,"crude oil","crude oil","grade 6",0.348948705899339,2.7
30,"crude oil","crude oil","grade 7",0,3.5
30,"crude oil","unconventional oil","grade 1",1.67695413121689,1.8
30,"crude oil","unconventional oil","grade 2",3.27833975287595,3.3
30,"crude oil","unconventional oil","grade 3",0.891952899136711,10.8
30,"crude oil","unconventional oil","grade 4",0,16.3
30,"natural gas","natural gas","grade 1",0.287279845065037,0.62
30,"natural gas","natural gas","grade 2",1.83220701185924,0.68
30,"natural gas","natural gas","grade 3",1.92158296365725,1.1
30,"natural gas","natural gas","grade 4",2.16417483282328,1.7
30,"natural gas","natural gas","grade 5",3.05155035424639,3.1
30,"natural gas","natural gas","grade 6",5.70090892540173,3.7
30,"natural gas","natural gas","grade 7",13.7128246044378,6.5
30,"natural gas","natural gas","grade 8",0,16.6
31,"coal","coal","grade 1",0.0510348304605199,0.34
31,"coal","coal","grade 2",0.538185484856392,0.37
31,"coal","coal","grade 3",0.668092326028624,1.2
31,"coal","coal","grade 4",0.951103658582416,1.7
31,"coal","coal","grade 5",1.29906841172232,2
31,"coal","coal","grade 6",1.29906841172232,2.3
31,"coal","coal","grade 7",0,2.6
31,"crude oil","crude oil","grade 1",15.7768757287174,0.5
31,"crude oil","crude oil","grade 2",19.9698291881513,0.55
31,"crude oil","crude oil","grade 3",16.3454117910135,0.92
31,"crude oil","crude oil","grade 4",32.61975657424,1.3
31,"crude oil","crude oil","grade 5",24.5891846943073,2.1
31,"crude oil","crude oil","grade 6",33.7568286988323,2.7
31,"crude oil","crude oil","grade 7",0,3.5
31,"crude oil","unconventional oil","grade 1",213.485291392194,1.8
31,"crude oil","unconventional oil","grade 2",417.376536733141,3.3
31,"crude oil","unconventional oil","grade 3",113.55512906256,10.8
31,"crude oil","unconventional oil","grade 4",0,16.3
31,"natural gas","natural gas","grade 1",8.03870299044116,0.62
31,"natural gas","natural gas","grade 2",51.2738893444355,0.68
31,"natural gas","natural gas","grade 3",80.8215543903814,1.1
31,"natural gas","natural gas","grade 4",170.116336257174,1.7
31,"natural gas","natural gas","grade 5",155.559765977186,3.1
31,"natural gas","natural gas","grade 6",290.914143356776,3.7
31,"natural gas","natural gas","grade 7",11112.7464664345,6.5
31,"natural gas","natural gas","grade 8",0,16.6
32,"coal","coal","grade 1",8.03333152381019,0.34
32,"coal","coal","grade 2",84.7151324329074,0.37
32,"coal","coal","grade 3",105.163612675333,1.2
32,"coal","coal","grade 4",149.71208748919,1.7
32,"coal","coal","grade 5",204.484802424259,2
32,"coal","coal","grade 6",204.484802424259,2.3
32,"coal","coal","grade 7",0,2.6
32,"crude oil","crude oil","grade 1",13.5079408583237,0.5
32,"crude oil","crude oil","grade 2",17.0978891044547,0.55
32,"crude oil","crude oil","grade 3",13.9947135018669,0.92
32,"crude oil","crude oil","grade 4",27.9285804232908,1.3
32,"crude oil","crude oil","grade 5",21.0529168332432,2.1
32,"crude oil","crude oil","grade 6",28.9021257103772,2.7
32,"crude oil","crude oil","grade 7",0,3.5
32,"crude oil","unconventional oil","grade 1",182.78312765047,1.8
32,"crude oil","unconventional oil","grade 2",357.351966941148,3.3
32,"crude oil","unconventional oil","grade 3",97.2243170264911,10.8
32,"crude oil","unconventional oil","grade 4",0,16.3
32,"natural gas","natural gas","grade 1",1.83639113131434,0.62
32,"natural gas","natural gas","grade 2",11.7131974862212,0.68
32,"natural gas","natural gas","grade 3",18.4631756986198,1.1
32,"natural gas","natural gas","grade 4",38.8620069140304,1.7
32,"natural gas","natural gas","grade 5",35.5366500005693,3.1
32,"natural gas","natural gas","grade 6",66.4575060764837,3.7
32,"natural gas","natural gas","grade 7",2538.63702636749,6.5
32,"natural gas","natural gas","grade 8",0,16.6
